commune_code,commune,province,region,region_code,network,control_period,control_tiles,control_tests,control_devices_sum_across_tiles,control_download_mbps_test_weighted,control_upload_mbps_test_weighted,control_latency_ms_test_weighted,control_loaded_latency_down_ms_test_weighted,control_loaded_latency_up_ms_test_weighted,current_period,current_tiles,current_tests,current_devices_sum_across_tiles,current_download_mbps_test_weighted,current_upload_mbps_test_weighted,current_latency_ms_test_weighted,current_loaded_latency_down_ms_test_weighted,current_loaded_latency_up_ms_test_weighted,delta_download_mbps_test_weighted,delta_pct_download_mbps_test_weighted,delta_upload_mbps_test_weighted,delta_pct_upload_mbps_test_weighted,delta_latency_ms_test_weighted,delta_pct_latency_ms_test_weighted
5303,Rinconada,Los Andes,Región de Valparaíso,5.0,fixed,2026Q1,43.0,442.0,126.0,300.613,218.47,13.719,254.233,366.805,2026Q2,47.0,406.0,134.0,355.584,256.364,11.749,267.773,262.318,54.971,18.286,37.894,17.345,-1.97,-14.36
5303,Rinconada,Los Andes,Región de Valparaíso,5.0,mobile,2026Q1,23.0,59.0,29.0,93.329,14.084,21.305,2131.746,1524.695,2026Q2,26.0,77.0,43.0,99.049,11.87,26.935,1172.684,1230.145,5.72,6.129,-2.214,-15.72,5.63,26.426
5304,San Esteban,Los Andes,Región de Valparaíso,5.0,fixed,2026Q1,58.0,393.0,145.0,346.747,273.607,10.634,214.56,201.156,2026Q2,61.0,419.0,150.0,352.467,260.29,9.277,266.084,207.955,5.72,1.65,-13.317,-4.867,-1.357,-12.761
5304,San Esteban,Los Andes,Región de Valparaíso,5.0,mobile,2026Q1,31.0,75.0,43.0,100.762,15.727,21.533,1381.216,1142.149,2026Q2,40.0,117.0,53.0,113.603,14.366,27.427,1281.929,1099.325,12.841,12.744,-1.361,-8.654,5.894,27.372
5401,La Ligua,Petorca,Región de Valparaíso,5.0,fixed,2026Q1,126.0,904.0,337.0,331.713,272.607,11.421,258.392,258.583,2026Q2,106.0,793.0,286.0,377.446,335.822,8.97,227.483,271.48,45.733,13.787,63.215,23.189,-2.451,-21.46
5401,La Ligua,Petorca,Región de Valparaíso,5.0,mobile,2026Q1,122.0,751.0,277.0,63.827,17.416,84.762,1716.097,1279.658,2026Q2,87.0,325.0,147.0,88.84,20.081,70.323,1652.827,1202.225,25.013,39.189,2.665,15.302,-14.439,-17.035
5402,Cabildo,Petorca,Región de Valparaíso,5.0,fixed,2026Q1,65.0,374.0,128.0,180.294,147.477,11.575,283.973,218.759,2026Q2,51.0,314.0,105.0,195.065,174.111,9.936,290.14,458.818,14.771,8.193,26.634,18.06,-1.639,-14.16
5402,Cabildo,Petorca,Región de Valparaíso,5.0,mobile,2026Q1,30.0,149.0,47.0,102.466,18.336,29.725,1747.718,1292.416,2026Q2,45.0,160.0,68.0,141.137,22.867,50.538,1161.836,1182.156,38.671,37.74,4.531,24.711,20.813,70.019
5403,Papudo,Petorca,Región de Valparaíso,5.0,fixed,2026Q1,40.0,592.0,277.0,320.762,283.843,8.076,205.726,214.693,2026Q2,37.0,300.0,134.0,306.994,273.461,9.543,343.687,195.533,-13.768,-4.292,-10.382,-3.658,1.467,18.165
5403,Papudo,Petorca,Región de Valparaíso,5.0,mobile,2026Q1,44.0,405.0,162.0,66.795,20.27,37.41,1487.538,1220.706,2026Q2,29.0,73.0,51.0,147.114,26.969,20.712,1265.301,1105.699,80.319,120.247,6.699,33.049,-16.698,-44.635
5404,Petorca,Petorca,Región de Valparaíso,5.0,fixed,2026Q1,20.0,90.0,35.0,151.715,86.129,20.078,510.156,471.589,2026Q2,22.0,57.0,25.0,275.913,167.477,16.719,267.754,338.789,124.198,81.863,81.348,94.449,-3.359,-16.73
5404,Petorca,Petorca,Región de Valparaíso,5.0,mobile,2026Q1,23.0,66.0,24.0,65.839,11.017,173.439,1321.076,2141.015,2026Q2,30.0,103.0,37.0,90.336,15.175,51.243,1062.431,1688.796,24.497,37.207,4.158,37.742,-122.196,-70.455
5405,Zapallar,Petorca,Región de Valparaíso,5.0,fixed,2026Q1,91.0,906.0,315.0,284.658,189.648,17.33,283.531,267.579,2026Q2,84.0,614.0,212.0,314.08,227.64,12.35,362.042,306.029,29.422,10.336,37.992,20.033,-4.98,-28.736
5405,Zapallar,Petorca,Región de Valparaíso,5.0,mobile,2026Q1,56.0,271.0,118.0,141.33,31.488,31.513,1169.133,1000.893,2026Q2,53.0,146.0,75.0,94.0,15.661,29.815,1242.049,1276.469,-47.33,-33.489,-15.827,-50.264,-1.698,-5.388
5501,Quillota,Quillota,Región de Valparaíso,5.0,fixed,2026Q1,147.0,2331.0,787.0,409.827,354.554,8.161,202.078,217.436,2026Q2,147.0,2352.0,785.0,433.607,378.527,7.096,229.339,241.307,23.78,5.802,23.973,6.761,-1.065,-13.05
5501,Quillota,Quillota,Región de Valparaíso,5.0,mobile,2026Q1,106.0,536.0,230.0,89.114,18.417,24.125,1645.886,1230.508,2026Q2,115.0,549.0,253.0,73.027,18.259,24.889,1779.784,1080.647,-16.087,-18.052,-0.158,-0.858,0.764,3.167
5502,Calera,Quillota,Región de Valparaíso,5.0,fixed,2026Q1,55.0,863.0,334.0,439.007,371.079,7.754,237.738,181.009,2026Q2,56.0,973.0,315.0,409.275,355.977,8.189,204.967,229.285,-29.732,-6.773,-15.102,-4.07,0.435,5.61
5502,Calera,Quillota,Región de Valparaíso,5.0,mobile,2026Q1,45.0,332.0,140.0,64.93,17.248,26.148,1853.644,998.117,2026Q2,48.0,205.0,115.0,86.056,19.375,25.42,1517.143,972.556,21.126,32.537,2.127,12.332,-0.728,-2.784
5503,Hijuelas,Quillota,Región de Valparaíso,5.0,fixed,2026Q1,67.0,547.0,131.0,271.421,203.771,18.799,219.599,164.612,2026Q2,67.0,553.0,133.0,404.488,378.228,8.016,309.043,163.533,133.067,49.026,174.457,85.614,-10.783,-57.359
5503,Hijuelas,Quillota,Región de Valparaíso,5.0,mobile,2026Q1,41.0,154.0,70.0,71.462,12.038,24.714,1708.24,1098.448,2026Q2,44.0,83.0,57.0,112.197,13.139,23.205,1364.42,1444.904,40.735,57.002,1.101,9.146,-1.509,-6.106
5504,La Cruz,Quillota,Región de Valparaíso,5.0,fixed,2026Q1,50.0,547.0,223.0,421.748,356.746,6.389,203.049,276.475,2026Q2,52.0,440.0,186.0,410.617,337.494,7.405,202.153,169.574,-11.131,-2.639,-19.252,-5.397,1.016,15.902
5504,La Cruz,Quillota,Región de Valparaíso,5.0,mobile,2026Q1,31.0,110.0,48.0,89.839,16.854,31.618,2392.56,1838.036,2026Q2,33.0,100.0,49.0,111.038,25.261,23.6,1118.316,1117.01,21.199,23.597,8.407,49.881,-8.018,-25.359
5506,Nogales,Quillota,Región de Valparaíso,5.0,fixed,2026Q1,57.0,235.0,111.0,365.988,283.101,12.089,255.077,273.191,2026Q2,49.0,244.0,109.0,410.644,325.085,10.098,209.143,252.393,44.656,12.201,41.984,14.83,-1.991,-16.47
5506,Nogales,Quillota,Región de Valparaíso,5.0,mobile,2026Q1,50.0,125.0,72.0,65.798,14.114,30.672,1393.744,1569.52,2026Q2,43.0,134.0,62.0,79.694,14.611,31.112,1068.545,1357.851,13.896,21.119,0.497,3.521,0.44,1.435
5601,San Antonio,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,129.0,2004.0,704.0,376.702,333.364,8.617,253.997,291.645,2026Q2,121.0,2205.0,646.0,416.361,371.167,7.007,179.696,295.17,39.659,10.528,37.803,11.34,-1.61,-18.684
5601,San Antonio,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,129.0,881.0,414.0,96.679,18.439,27.756,1678.028,1403.3,2026Q2,107.0,665.0,274.0,91.308,20.469,23.865,1665.099,1242.188,-5.371,-5.555,2.03,11.009,-3.891,-14.019
5602,Algarrobo,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,114.0,1312.0,582.0,327.441,280.578,11.016,235.406,290.255,2026Q2,106.0,902.0,384.0,347.271,301.519,9.672,282.487,277.718,19.83,6.056,20.941,7.464,-1.344,-12.2
5602,Algarrobo,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,104.0,622.0,274.0,79.47,17.562,33.129,1706.317,1376.109,2026Q2,80.0,501.0,152.0,91.893,15.701,26.812,1824.912,1047.066,12.423,15.632,-1.861,-10.597,-6.317,-19.068
5603,Cartagena,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,60.0,819.0,277.0,331.735,306.138,3.753,258.502,404.355,2026Q2,58.0,749.0,240.0,390.547,376.733,3.469,277.499,342.222,58.812,17.729,70.595,23.06,-0.284,-7.567
5603,Cartagena,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,57.0,471.0,207.0,70.312,14.671,32.76,2111.321,1436.677,2026Q2,46.0,227.0,99.0,85.843,14.98,28.802,1555.291,1280.784,15.531,22.089,0.309,2.106,-3.958,-12.082
5604,El Quisco,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,77.0,791.0,325.0,372.618,306.053,6.355,326.601,314.726,2026Q2,76.0,599.0,230.0,356.832,297.006,8.509,238.05,261.27,-15.786,-4.237,-9.047,-2.956,2.154,33.895
5604,El Quisco,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,81.0,729.0,275.0,128.502,29.924,28.593,1663.466,1083.818,2026Q2,61.0,292.0,120.0,145.779,23.947,23.719,1328.175,1121.729,17.277,13.445,-5.977,-19.974,-4.874,-17.046
5605,El Tabo,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,95.0,898.0,366.0,369.473,340.796,6.285,300.017,305.0,2026Q2,85.0,570.0,223.0,468.657,414.106,4.975,201.368,221.588,99.184,26.845,73.31,21.511,-1.31,-20.843
5605,El Tabo,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,85.0,684.0,335.0,88.087,18.448,43.839,1874.351,1141.287,2026Q2,67.0,202.0,121.0,116.788,22.986,24.218,1491.762,1073.213,28.701,32.583,4.538,24.599,-19.621,-44.757
5606,Santo Domingo,San Antonio,Región de Valparaíso,5.0,fixed,2026Q1,111.0,937.0,395.0,282.399,219.014,10.986,230.671,245.369,2026Q2,102.0,861.0,285.0,331.478,256.231,9.948,238.553,243.105,49.079,17.379,37.217,16.993,-1.038,-9.448
5606,Santo Domingo,San Antonio,Región de Valparaíso,5.0,mobile,2026Q1,69.0,243.0,109.0,79.266,17.226,30.877,1730.485,1233.227,2026Q2,59.0,138.0,76.0,72.549,15.58,24.522,1700.365,1549.043,-6.717,-8.474,-1.646,-9.555,-6.355,-20.582
5701,San Felipe,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,103.0,1591.0,626.0,404.228,309.123,9.389,238.869,219.083,2026Q2,98.0,2452.0,669.0,447.447,376.226,7.159,177.941,183.214,43.219,10.692,67.103,21.708,-2.23,-23.751
5701,San Felipe,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,74.0,473.0,220.0,90.015,18.52,24.3,1313.078,1323.879,2026Q2,92.0,512.0,234.0,120.886,20.909,28.873,1356.276,1126.314,30.871,34.295,2.389,12.9,4.573,18.819
5702,Catemu,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,26.0,172.0,58.0,382.914,290.75,12.523,274.203,270.209,2026Q2,30.0,230.0,75.0,430.364,369.36,9.548,218.13,271.265,47.45,12.392,78.61,27.037,-2.975,-23.756
5702,Catemu,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,40.0,169.0,64.0,85.802,15.241,31.101,1171.857,1108.583,2026Q2,43.0,249.0,78.0,73.453,15.63,63.767,1821.911,1790.065,-12.349,-14.392,0.389,2.552,32.666,105.032
5703,Llaillay,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,47.0,498.0,161.0,436.889,358.616,8.576,244.496,242.46,2026Q2,49.0,775.0,189.0,444.938,330.5,10.379,172.114,209.857,8.049,1.842,-28.116,-7.84,1.803,21.024
5703,Llaillay,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,58.0,233.0,92.0,71.401,17.754,23.133,1187.815,1034.682,2026Q2,57.0,203.0,111.0,94.739,22.33,25.872,1475.706,905.886,23.338,32.686,4.576,25.774,2.739,11.84
5704,Panquehue,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,33.0,171.0,60.0,337.167,255.016,14.292,189.468,146.462,2026Q2,36.0,206.0,84.0,428.059,376.512,7.879,267.951,141.354,90.892,26.958,121.496,47.643,-6.413,-44.871
5704,Panquehue,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,36.0,256.0,70.0,113.491,16.725,26.059,1363.686,982.266,2026Q2,31.0,132.0,43.0,103.073,19.666,25.288,1377.136,1099.568,-10.418,-9.18,2.941,17.584,-0.771,-2.959
5705,Putaendo,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,71.0,370.0,123.0,374.755,279.217,8.762,280.997,179.832,2026Q2,60.0,381.0,119.0,366.145,290.694,7.291,274.738,213.331,-8.61,-2.298,11.477,4.11,-1.471,-16.788
5705,Putaendo,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,31.0,93.0,40.0,89.634,13.244,101.978,1291.522,1430.444,2026Q2,33.0,131.0,50.0,109.588,15.605,48.412,1170.389,1255.389,19.954,22.262,2.361,17.827,-53.566,-52.527
5706,Santa María,San Felipe,Región de Valparaíso,5.0,fixed,2026Q1,42.0,252.0,84.0,387.039,319.551,7.44,159.206,283.115,2026Q2,52.0,303.0,109.0,377.722,313.286,8.673,198.877,282.169,-9.317,-2.407,-6.265,-1.961,1.233,16.573
5706,Santa María,San Felipe,Región de Valparaíso,5.0,mobile,2026Q1,27.0,62.0,41.0,104.627,15.287,19.274,1297.656,1247.508,2026Q2,19.0,42.0,24.0,88.169,13.777,21.0,1883.475,873.262,-16.458,-15.73,-1.51,-9.878,1.726,8.955
5801,Quilpué,Marga Marga,Región de Valparaíso,5.0,fixed,2026Q1,148.0,4353.0,1707.0,426.361,377.755,7.621,219.604,219.164,2026Q2,143.0,4486.0,1669.0,444.224,381.834,7.653,219.906,211.521,17.863,4.19,4.079,1.08,0.032,0.42
5801,Quilpué,Marga Marga,Región de Valparaíso,5.0,mobile,2026Q1,131.0,1025.0,439.0,94.403,21.109,24.029,1329.74,1224.893,2026Q2,116.0,741.0,354.0,104.384,23.636,25.024,1948.097,1111.753,9.981,10.573,2.527,11.971,0.995,4.141
5802,Limache,Marga Marga,Región de Valparaíso,5.0,fixed,2026Q1,172.0,1644.0,598.0,365.744,310.749,9.325,202.841,235.662,2026Q2,175.0,1692.0,591.0,384.506,314.91,8.605,229.881,229.821,18.762,5.13,4.161,1.339,-0.72,-7.721
5802,Limache,Marga Marga,Región de Valparaíso,5.0,mobile,2026Q1,115.0,413.0,199.0,81.01,15.642,30.237,1573.749,1360.157,2026Q2,110.0,575.0,224.0,84.659,18.08,29.805,1579.336,1165.69,3.649,4.504,2.438,15.586,-0.432,-1.429
5803,Olmué,Marga Marga,Región de Valparaíso,5.0,fixed,2026Q1,97.0,583.0,213.0,301.755,241.673,11.103,284.799,223.677,2026Q2,106.0,688.0,218.0,313.964,266.193,8.368,259.371,378.068,12.209,4.046,24.52,10.146,-2.735,-24.633
5803,Olmué,Marga Marga,Región de Valparaíso,5.0,mobile,2026Q1,81.0,334.0,146.0,82.313,14.768,30.458,1369.453,1167.231,2026Q2,74.0,314.0,111.0,85.428,15.06,24.637,1471.152,1134.369,3.115,3.784,0.292,1.977,-5.821,-19.112
5804,Villa Alemana,Marga Marga,Región de Valparaíso,5.0,fixed,2026Q1,113.0,4295.0,1640.0,437.596,384.446,7.374,199.719,201.481,2026Q2,109.0,5180.0,1757.0,445.252,401.163,7.101,215.2,207.403,7.656,1.75,16.717,4.348,-0.273,-3.702
5804,Villa Alemana,Marga Marga,Región de Valparaíso,5.0,mobile,2026Q1,94.0,595.0,268.0,117.901,24.019,27.371,1451.573,1003.654,2026Q2,88.0,645.0,259.0,113.145,19.846,24.617,1477.479,1257.726,-4.756,-4.034,-4.173,-17.374,-2.754,-10.062
6101,Rancagua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,232.0,5910.0,2482.0,417.355,358.831,5.711,197.079,200.759,2026Q2,231.0,6412.0,2560.0,433.51,376.691,5.893,188.079,195.633,16.155,3.871,17.86,4.977,0.182,3.187
6101,Rancagua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,186.0,1184.0,584.0,102.56,22.637,22.981,1194.68,1105.074,2026Q2,173.0,1258.0,589.0,88.536,21.195,23.47,1299.455,1150.279,-14.024,-13.674,-1.442,-6.37,0.489,2.128
6102,Codegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,44.0,201.0,77.0,319.473,310.806,4.716,307.075,284.9,2026Q2,51.0,254.0,101.0,307.141,256.095,6.339,242.504,286.37,-12.332,-3.86,-54.711,-17.603,1.623,34.415
6102,Codegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,18.0,44.0,26.0,89.52,15.711,23.773,1132.093,1377.395,2026Q2,20.0,65.0,31.0,94.768,21.09,23.969,1424.206,1349.646,5.248,5.862,5.379,34.237,0.196,0.824
6103,Coinco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,27.0,127.0,36.0,494.21,428.795,4.795,321.031,407.543,2026Q2,33.0,167.0,50.0,366.01,304.943,5.359,270.383,209.772,-128.2,-25.94,-123.852,-28.884,0.564,11.762
6103,Coinco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,14.0,41.0,20.0,98.522,10.663,26.146,1090.854,1442.366,2026Q2,15.0,98.0,27.0,108.398,11.141,25.541,1295.214,2033.959,9.876,10.024,0.478,4.483,-0.605,-2.314
6104,Coltauco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,106.0,725.0,167.0,350.585,297.204,5.917,175.032,215.153,2026Q2,99.0,592.0,183.0,341.853,298.723,4.699,156.69,256.156,-8.732,-2.491,1.519,0.511,-1.218,-20.585
6104,Coltauco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,56.0,377.0,80.0,31.14,7.542,37.589,2306.016,1430.79,2026Q2,33.0,102.0,48.0,111.558,25.736,22.324,843.716,949.284,80.418,258.247,18.194,241.236,-15.265,-40.61
6105,Doñihue,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,59.0,267.0,129.0,423.874,337.4,5.79,213.026,290.839,2026Q2,58.0,380.0,123.0,458.977,400.208,4.411,176.135,319.805,35.103,8.281,62.808,18.615,-1.379,-23.817
6105,Doñihue,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,40.0,103.0,69.0,135.33,22.002,26.854,1466.284,1242.255,2026Q2,37.0,126.0,53.0,115.032,18.695,22.286,1104.468,1258.714,-20.298,-14.999,-3.307,-15.03,-4.568,-17.011
6106,Graneros,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,52.0,626.0,260.0,411.013,356.196,4.8,211.827,264.006,2026Q2,53.0,780.0,277.0,428.324,359.661,4.476,172.833,256.527,17.311,4.212,3.465,0.973,-0.324,-6.75
6106,Graneros,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,40.0,101.0,66.0,95.768,19.74,20.465,1205.85,1021.762,2026Q2,30.0,121.0,53.0,106.962,28.971,24.14,1008.876,930.702,11.194,11.689,9.231,46.763,3.675,17.957
6107,Las Cabras,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,236.0,1510.0,550.0,201.537,150.435,14.715,244.045,267.028,2026Q2,160.0,737.0,299.0,279.797,217.238,10.186,178.204,196.499,78.26,38.832,66.803,44.407,-4.529,-30.778
6107,Las Cabras,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,144.0,471.0,239.0,60.686,14.557,60.454,1435.1,1463.783,2026Q2,91.0,323.0,138.0,67.626,18.68,35.186,1355.789,1596.777,6.94,11.436,4.123,28.323,-25.268,-41.797
6108,Machalí,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,112.0,2253.0,758.0,398.158,340.551,6.568,217.899,301.628,2026Q2,124.0,2161.0,646.0,444.871,381.485,6.268,194.822,257.464,46.713,11.732,40.934,12.02,-0.3,-4.568
6108,Machalí,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,81.0,275.0,159.0,98.598,20.947,22.789,1059.796,1086.055,2026Q2,90.0,349.0,156.0,89.113,21.609,21.645,974.748,1287.063,-9.485,-9.62,0.662,3.16,-1.144,-5.02
6109,Malloa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,50.0,215.0,84.0,268.41,206.437,12.874,176.791,324.353,2026Q2,31.0,134.0,51.0,226.449,163.879,20.082,259.06,415.224,-41.961,-15.633,-42.558,-20.615,7.208,55.989
6109,Malloa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,50.0,141.0,72.0,71.437,16.36,31.284,1532.629,1192.617,2026Q2,32.0,93.0,41.0,71.985,13.908,27.989,1380.774,1133.011,0.548,0.767,-2.452,-14.988,-3.295,-10.533
6110,Mostazal,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,88.0,733.0,209.0,341.523,269.558,7.55,197.045,252.84,2026Q2,87.0,690.0,212.0,363.606,275.105,9.87,193.758,216.484,22.083,6.466,5.547,2.058,2.32,30.728
6110,Mostazal,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,45.0,155.0,82.0,109.759,20.14,31.161,1048.461,1205.465,2026Q2,57.0,249.0,106.0,105.917,20.332,53.928,1088.721,1151.664,-3.842,-3.5,0.192,0.953,22.767,73.062
6111,Olivar,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,41.0,276.0,84.0,482.088,419.657,4.388,223.138,273.025,2026Q2,35.0,252.0,65.0,432.481,362.928,3.746,133.028,210.913,-49.607,-10.29,-56.729,-13.518,-0.642,-14.631
6111,Olivar,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,27.0,80.0,44.0,143.833,25.732,20.788,1201.38,835.062,2026Q2,22.0,59.0,29.0,138.398,27.333,22.508,964.379,1108.345,-5.435,-3.779,1.601,6.222,1.72,8.274
6112,Peumo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,55.0,344.0,154.0,251.837,213.047,8.901,340.108,294.462,2026Q2,47.0,421.0,171.0,284.712,228.703,7.428,316.983,315.352,32.875,13.054,15.656,7.349,-1.473,-16.549
6112,Peumo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,28.0,90.0,51.0,113.492,24.04,34.367,867.356,1203.522,2026Q2,35.0,148.0,64.0,101.275,18.997,39.034,986.497,1224.75,-12.217,-10.765,-5.043,-20.978,4.667,13.58
6113,Pichidegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,84.0,470.0,146.0,269.861,225.852,8.051,222.251,464.083,2026Q2,89.0,518.0,163.0,211.556,183.857,8.851,269.145,472.299,-58.305,-21.606,-41.995,-18.594,0.8,9.937
6113,Pichidegua,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,53.0,297.0,78.0,73.946,19.013,52.572,879.759,1140.767,2026Q2,56.0,224.0,90.0,100.036,22.512,39.473,1173.339,1157.125,26.09,35.283,3.499,18.403,-13.099,-24.916
6114,Quinta de Tilcoco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,46.0,172.0,92.0,402.439,312.118,23.145,266.488,306.413,2026Q2,41.0,204.0,81.0,466.857,368.341,4.873,186.088,282.951,64.418,16.007,56.223,18.013,-18.272,-78.946
6114,Quinta de Tilcoco,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,26.0,135.0,40.0,103.254,21.52,23.874,1257.133,992.081,2026Q2,31.0,83.0,45.0,115.103,18.62,22.47,1029.133,1292.337,11.849,11.476,-2.9,-13.476,-1.404,-5.881
6115,Rengo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,109.0,1706.0,586.0,421.561,354.843,7.113,160.506,185.047,2026Q2,112.0,1642.0,525.0,431.79,353.184,7.048,190.043,240.792,10.229,2.426,-1.659,-0.468,-0.065,-0.914
6115,Rengo,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,94.0,406.0,177.0,83.693,15.38,29.704,1699.656,1473.17,2026Q2,86.0,271.0,161.0,119.986,21.388,22.229,1217.796,1154.697,36.293,43.364,6.008,39.064,-7.475,-25.165
6116,Requínoa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,85.0,440.0,192.0,358.767,294.58,7.55,215.293,256.875,2026Q2,78.0,520.0,200.0,388.448,317.671,8.198,235.145,333.502,29.681,8.273,23.091,7.839,0.648,8.583
6116,Requínoa,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,62.0,228.0,103.0,103.633,18.974,22.377,958.974,1153.163,2026Q2,53.0,263.0,81.0,80.946,17.444,22.859,895.841,1293.224,-22.687,-21.892,-1.53,-8.064,0.482,2.154
6117,San Vicente,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,174.0,1171.0,364.0,254.072,223.959,13.209,198.543,383.576,2026Q2,153.0,764.0,313.0,282.671,230.844,11.843,202.318,307.393,28.599,11.256,6.885,3.074,-1.366,-10.341
6117,San Vicente,Cachapoal,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,93.0,267.0,152.0,91.236,15.621,40.116,1468.106,1423.451,2026Q2,70.0,247.0,120.0,57.344,16.722,28.688,1421.186,1309.272,-33.892,-37.148,1.101,7.048,-11.428,-28.487
6201,Pichilemu,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,90.0,784.0,343.0,289.43,219.471,15.704,237.853,272.761,2026Q2,79.0,579.0,223.0,342.118,269.386,13.377,185.223,213.744,52.688,18.204,49.915,22.743,-2.327,-14.818
6201,Pichilemu,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,88.0,546.0,292.0,99.643,21.036,51.487,1098.273,1340.868,2026Q2,69.0,222.0,136.0,93.028,18.503,34.194,1065.264,1370.788,-6.615,-6.639,-2.533,-12.041,-17.293,-33.587
6202,La Estrella,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,40.0,147.0,55.0,231.091,113.281,26.918,295.422,308.534,2026Q2,20.0,73.0,29.0,453.156,292.87,16.63,198.712,148.89,222.065,96.094,179.589,158.534,-10.288,-38.22
6202,La Estrella,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,46.0,168.0,58.0,54.167,12.492,65.024,1641.5,1791.287,2026Q2,41.0,200.0,54.0,93.884,15.532,38.905,1482.155,1318.457,39.717,73.323,3.04,24.336,-26.119,-40.168
6203,Litueche,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,fixed,2026Q1,76.0,313.0,98.0,215.657,75.176,25.719,283.249,197.061,2026Q2,57.0,207.0,74.0,245.392,110.89,20.444,190.309,191.159,29.735,13.788,35.714,47.507,-5.275,-20.51
6203,Litueche,Cardenal Caro,Región del Libertador Bernardo O'Higgins,6.0,mobile,2026Q1,37.0,126.0,54.0,86.601,14.614,32.214,1016.508,1064.238,2026Q2,42.0,87.0,66.0,43.939,12.679,56.874,1620.612,1675.14,-42.662,-49.263,-1.935,-13.241,24.66,76.551
